Transaction_Id,Time_stamp,Card_id,Merchant_ID,Registered_Address_Location,Merchant_Location,Amount_usd
TX_005761,2026-02-06 08:54:25,CARD_06,M_00151,"(48.125832, 11.568028)","(48.118656, 11.589311)",20.28
TX_005762,2026-02-06 14:23:35,CARD_06,M_00222,"(48.125832, 11.568028)","(48.102971, 11.588104)",2.92
TX_005763,2026-02-06 17:28:51,CARD_06,M_00151,"(48.125832, 11.568028)","(48.118656, 11.589311)",29.37
TX_005764,2026-02-06 18:25:07,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",43.69
TX_005765,2026-02-06 21:32:40,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",5.02
TX_005766,2026-02-07 00:13:42,CARD_06,M_00098,"(48.125832, 11.568028)","(48.177979, 11.601018)",26.27
TX_005767,2026-02-07 04:00:24,CARD_06,M_00327,"(48.125832, 11.568028)","(48.113479, 11.600478)",21.49
TX_005768,2026-02-07 06:40:37,CARD_06,M_00222,"(48.125832, 11.568028)","(48.102971, 11.588104)",27.8
TX_005769,2026-02-07 15:38:57,CARD_06,M_00057,"(48.125832, 11.568028)","(48.1215, 11.588968)",28.76
TX_005770,2026-02-07 17:02:45,CARD_06,M_00235,"(48.125832, 11.568028)","(48.13607, 11.557071)",28.75
TX_005771,2026-02-07 18:16:38,CARD_06,M_00381,"(48.125832, 11.568028)","(48.153866, 11.566519)",22.15
TX_005772,2026-02-07 23:53:26,CARD_06,M_00131,"(48.125832, 11.568028)","(48.11852, 11.565195)",0.5
TX_005773,2026-02-07 12:41:00,CARD_06,M_00057,"(48.125832, 11.568028)","(48.1215, 11.588968)",47.69
TX_005774,2026-02-07 16:21:55,CARD_06,M_00122,"(48.125832, 11.568028)","(48.16682, 11.544866)",31.57
TX_005775,2026-02-07 18:08:05,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",41.13
TX_005776,2026-02-07 23:19:46,CARD_06,M_00080,"(48.125832, 11.568028)","(48.136264, 11.547711)",44.03
TX_005777,2026-02-07 01:13:00,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",94.8
TX_005778,2026-02-07 08:17:07,CARD_06,M_00296,"(48.125832, 11.568028)","(48.101251, 11.627887)",153.36
TX_005779,2026-02-07 12:00:04,CARD_06,M_00129,"(48.125832, 11.568028)","(48.153092, 11.591219)",13.95
TX_005780,2026-02-07 17:34:32,CARD_06,M_00151,"(48.125832, 11.568028)","(48.118656, 11.589311)",15.69
TX_005781,2026-02-07 23:35:30,CARD_06,M_00129,"(48.125832, 11.568028)","(48.153092, 11.591219)",40.26
TX_005782,2026-02-01 10:39:00,CARD_06,M_00361,"(48.125832, 11.568028)","(49.440587, 11.08036)",20.35
TX_005783,2026-02-01 12:01:39,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",5.58
TX_005784,2026-02-01 16:17:33,CARD_06,M_00222,"(48.125832, 11.568028)","(48.102971, 11.588104)",21.6
TX_005785,2026-02-01 20:25:17,CARD_06,M_00252,"(48.125832, 11.568028)","(48.145696, 11.625247)",56.68
TX_005786,2026-02-01 22:40:12,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",34.45
TX_005787,2026-02-02 02:19:43,CARD_06,M_00155,"(48.125832, 11.568028)","(48.120731, 11.575597)",8.77
TX_005788,2026-02-02 04:21:21,CARD_06,M_00242,"(48.125832, 11.568028)","(48.121848, 11.599118)",23.47
TX_005789,2026-02-02 05:39:08,CARD_06,M_00222,"(48.125832, 11.568028)","(48.102971, 11.588104)",19.01
TX_005790,2026-02-02 21:06:30,CARD_06,M_00047,"(48.125832, 11.568028)","(48.113854, 11.596208)",34.12
TX_005791,2026-02-02 23:30:10,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",56.43
TX_005792,2026-02-03 03:02:33,CARD_06,M_00317,"(48.125832, 11.568028)","(48.128246, 11.570857)",24.37
TX_005793,2026-02-03 05:54:39,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",0.89
TX_005794,2026-02-03 07:42:57,CARD_06,M_00129,"(48.125832, 11.568028)","(48.153092, 11.591219)",13.29
TX_005795,2026-02-03 13:28:54,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",0.5
TX_005796,2026-02-03 21:43:08,CARD_06,M_00152,"(48.125832, 11.568028)","(48.139999, 11.566792)",33.48
TX_005797,2026-02-04 08:24:03,CARD_06,M_00350,"(48.125832, 11.568028)","(48.168409, 11.612431)",128.91
TX_005798,2026-02-04 10:28:37,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",84.63
TX_005799,2026-02-04 18:16:51,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",3.02
TX_005800,2026-02-05 05:07:03,CARD_06,M_00047,"(48.125832, 11.568028)","(48.113854, 11.596208)",32.52
TX_005801,2026-02-05 23:56:29,CARD_06,M_00122,"(48.125832, 11.568028)","(48.16682, 11.544866)",47.18
TX_005802,2026-02-06 04:19:26,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",3.19
TX_005803,2026-02-06 07:08:53,CARD_06,M_00235,"(48.125832, 11.568028)","(48.13607, 11.557071)",27.15
TX_005804,2026-02-06 10:29:03,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",2.74
TX_005805,2026-02-06 12:02:33,CARD_06,M_00098,"(48.125832, 11.568028)","(48.177979, 11.601018)",26.87
TX_005806,2026-02-06 14:10:40,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",69.31
TX_005807,2026-02-06 22:29:39,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",51.54
TX_005808,2026-02-07 12:06:50,CARD_06,M_00235,"(48.125832, 11.568028)","(48.13607, 11.557071)",17.02
TX_005809,2026-02-07 14:33:39,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",94.63
TX_005810,2026-02-07 21:23:04,CARD_06,M_00097,"(48.125832, 11.568028)","(48.136011, 11.562452)",13.64
TX_005811,2026-02-06 11:31:00,CARD_06,M_00352,"(48.125832, 11.568028)","(48.122604, 11.582783)",191.15
TX_005812,2026-02-06 13:56:08,CARD_06,M_00242,"(48.125832, 11.568028)","(48.121848, 11.599118)",124.12
TX_005813,2026-02-06 17:16:43,CARD_06,M_00317,"(48.125832, 11.568028)","(48.128246, 11.570857)",0.5
TX_005814,2026-02-06 22:18:38,CARD_06,M_00267,"(48.125832, 11.568028)","(48.141639, 11.575427)",110.17
TX_005815,2026-02-07 03:36:46,CARD_06,M_00368,"(48.125832, 11.568028)","(48.147536, 11.534893)",17.09
TX_005816,2026-02-07 08:29:55,CARD_06,M_00332,"(48.125832, 11.568028)","(48.121013, 11.539746)",224.4
TX_005817,2026-02-07 16:18:36,CARD_06,M_00235,"(48.125832, 11.568028)","(48.13607, 11.557071)",32.12
TX_005818,2026-02-07 16:30:21,CARD_06,M_00366,"(48.125832, 11.568028)","(48.149255, 11.565126)",2.36
TX_005819,2026-02-07 18:10:41,CARD_06,M_00381,"(48.125832, 11.568028)","(48.153866, 11.566519)",10.97
TX_005820,2026-02-04 15:39:00,CARD_06,M_00097,"(48.125832, 11.568028)","(48.136011, 11.562452)",3.78
TX_005821,2026-02-04 18:10:54,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",12.32
TX_005822,2026-02-05 03:54:42,CARD_06,M_00381,"(48.125832, 11.568028)","(48.153866, 11.566519)",3.29
TX_005823,2026-02-05 07:16:46,CARD_06,M_00242,"(48.125832, 11.568028)","(48.121848, 11.599118)",90.87
TX_005824,2026-02-05 08:39:57,CARD_06,M_00235,"(48.125832, 11.568028)","(48.13607, 11.557071)",16.9
TX_005825,2026-02-05 11:11:44,CARD_06,M_00122,"(48.125832, 11.568028)","(48.16682, 11.544866)",23.6
TX_005826,2026-02-05 14:06:15,CARD_06,M_00392,"(48.125832, 11.568028)","(48.181078, 11.571115)",5.82
TX_005827,2026-02-05 15:36:31,CARD_06,M_00152,"(48.125832, 11.568028)","(48.139999, 11.566792)",39.56
TX_005828,2026-02-05 19:21:32,CARD_06,M_00332,"(48.125832, 11.568028)","(48.121013, 11.539746)",237.55
TX_005829,2026-02-05 21:11:53,CARD_06,M_00271,"(48.125832, 11.568028)","(48.14187, 11.569541)",67.45
TX_005830,2026-02-06 04:57:37,CARD_06,M_00350,"(48.125832, 11.568028)","(48.168409, 11.612431)",247.24
TX_005831,2026-02-06 09:20:35,CARD_06,M_00117,"(48.125832, 11.568028)","(48.158363, 11.582307)",12.87
TX_005832,2026-02-06 15:14:07,CARD_06,M_00047,"(48.125832, 11.568028)","(48.113854, 11.596208)",43.86
TX_005833,2026-02-06 19:24:26,CARD_06,M_00350,"(48.125832, 11.568028)","(48.168409, 11.612431)",126.59
TX_005834,2026-02-06 23:22:55,CARD_06,M_00317,"(48.125832, 11.568028)","(48.128246, 11.570857)",52.24
TX_005835,2026-02-07 01:09:13,CARD_06,M_00296,"(48.125832, 11.568028)","(48.101251, 11.627887)",94.61
TX_005836,2026-02-07 04:31:54,CARD_06,M_00366,"(48.125832, 11.568028)","(48.149255, 11.565126)",1.1
TX_005837,2026-02-07 06:36:48,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",33.97
TX_005838,2026-02-07 08:27:06,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",5.41
TX_005839,2026-02-07 13:47:07,CARD_06,M_00392,"(48.125832, 11.568028)","(48.181078, 11.571115)",0.5
TX_005840,2026-02-05 23:26:00,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",43.96
TX_005841,2026-02-06 02:05:34,CARD_06,M_00332,"(48.125832, 11.568028)","(48.121013, 11.539746)",156.35
TX_005842,2026-02-06 11:26:37,CARD_06,M_00155,"(48.125832, 11.568028)","(48.120731, 11.575597)",54.67
TX_005843,2026-02-06 15:16:06,CARD_06,M_00271,"(48.125832, 11.568028)","(48.14187, 11.569541)",0.5
TX_005844,2026-02-06 18:59:05,CARD_06,M_00368,"(48.125832, 11.568028)","(48.147536, 11.534893)",4.17
TX_005845,2026-02-06 21:55:33,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",86.91
TX_005846,2026-02-06 22:27:40,CARD_06,M_00098,"(48.125832, 11.568028)","(48.177979, 11.601018)",11.11
TX_005847,2026-02-07 06:21:26,CARD_06,M_00131,"(48.125832, 11.568028)","(48.11852, 11.565195)",48.94
TX_005848,2026-02-07 10:06:35,CARD_06,M_00387,"(48.125832, 11.568028)","(48.16404, 11.587897)",8.94
TX_005849,2026-02-07 18:17:08,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",37.49
TX_005850,2026-02-07 23:07:36,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",53.07
TX_005851,2026-02-02 00:59:00,CARD_06,M_00222,"(48.125832, 11.568028)","(48.102971, 11.588104)",11.41
TX_005852,2026-02-02 13:09:15,CARD_06,M_00366,"(48.125832, 11.568028)","(48.149255, 11.565126)",20.09
TX_005853,2026-02-02 14:23:58,CARD_06,M_00122,"(48.125832, 11.568028)","(48.16682, 11.544866)",0.5
TX_005854,2026-02-02 17:49:57,CARD_06,M_00129,"(48.125832, 11.568028)","(48.153092, 11.591219)",38.84
TX_005855,2026-02-02 20:29:48,CARD_06,M_00231,"(48.125832, 11.568028)","(49.470624, 11.133982)",13.19
TX_005856,2026-02-03 05:29:19,CARD_06,M_00327,"(48.125832, 11.568028)","(48.113479, 11.600478)",25.16
TX_005857,2026-02-03 08:56:04,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",23.09
TX_005858,2026-02-03 15:09:56,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",57.46
TX_005859,2026-02-03 18:27:23,CARD_06,M_00152,"(48.125832, 11.568028)","(48.139999, 11.566792)",24.06
TX_005860,2026-02-03 19:58:29,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",30.44
TX_005861,2026-02-03 23:31:46,CARD_06,M_00047,"(48.125832, 11.568028)","(48.113854, 11.596208)",14.24
TX_005862,2026-02-04 01:46:16,CARD_06,M_00311,"(48.125832, 11.568028)","(48.123627, 11.565594)",90.46
TX_005863,2026-02-04 08:04:42,CARD_06,M_00368,"(48.125832, 11.568028)","(48.147536, 11.534893)",11.85
TX_005864,2026-02-04 15:05:13,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",6.07
TX_005865,2026-02-04 21:37:21,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",29.89
TX_005866,2026-02-05 05:17:00,CARD_06,M_00368,"(48.125832, 11.568028)","(48.147536, 11.534893)",14.19
TX_005867,2026-02-05 12:50:35,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",5.57
TX_005868,2026-02-05 14:35:08,CARD_06,M_00350,"(48.125832, 11.568028)","(48.168409, 11.612431)",184.36
TX_005869,2026-02-05 22:03:42,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",41.71
TX_005870,2026-02-06 06:28:42,CARD_06,M_00047,"(48.125832, 11.568028)","(48.113854, 11.596208)",29.47
TX_005871,2026-02-06 11:41:16,CARD_06,M_00151,"(48.125832, 11.568028)","(48.118656, 11.589311)",56.23
TX_005872,2026-02-06 13:57:04,CARD_06,M_00151,"(48.125832, 11.568028)","(48.118656, 11.589311)",3.75
TX_005873,2026-02-06 16:44:24,CARD_06,M_00080,"(48.125832, 11.568028)","(48.136264, 11.547711)",15.69
TX_005874,2026-02-06 21:04:05,CARD_06,M_00360,"(48.125832, 11.568028)","(48.117933, 11.603009)",70.6
TX_005875,2026-02-07 05:07:05,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",26.9
TX_005876,2026-02-07 06:37:07,CARD_06,M_00152,"(48.125832, 11.568028)","(48.139999, 11.566792)",0.5
TX_005877,2026-02-07 06:42:09,CARD_06,M_00057,"(48.125832, 11.568028)","(48.1215, 11.588968)",23.78
TX_005878,2026-02-07 11:51:04,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",4.11
TX_005879,2026-02-07 12:51:08,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",58.66
TX_005880,2026-02-07 20:40:36,CARD_06,M_00220,"(48.125832, 11.568028)","(48.196678, 11.615587)",20.86
TX_005881,2026-02-03 05:54:00,CARD_06,M_00352,"(48.125832, 11.568028)","(48.122604, 11.582783)",16.73
TX_005882,2026-02-03 12:27:53,CARD_06,M_00222,"(48.125832, 11.568028)","(48.102971, 11.588104)",14.59
TX_005883,2026-02-03 20:25:50,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",4.31
TX_005884,2026-02-03 23:03:42,CARD_06,M_00220,"(48.125832, 11.568028)","(48.196678, 11.615587)",28.99
TX_005885,2026-02-04 00:58:53,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",4.32
TX_005886,2026-02-04 04:18:50,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",6.96
TX_005887,2026-02-04 17:33:43,CARD_06,M_00267,"(48.125832, 11.568028)","(48.141639, 11.575427)",85.76
TX_005888,2026-02-04 18:04:42,CARD_06,M_00360,"(48.125832, 11.568028)","(48.117933, 11.603009)",63.93
TX_005889,2026-02-05 00:17:59,CARD_06,M_00131,"(48.125832, 11.568028)","(48.11852, 11.565195)",23.69
TX_005890,2026-02-05 12:54:01,CARD_06,M_00383,"(48.125832, 11.568028)","(48.12641, 11.572725)",5.22
TX_005891,2026-02-05 14:12:59,CARD_06,M_00296,"(48.125832, 11.568028)","(48.101251, 11.627887)",192.21
TX_005892,2026-02-05 20:02:22,CARD_06,M_00057,"(48.125832, 11.568028)","(48.1215, 11.588968)",18.68
TX_005893,2026-02-06 07:42:58,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",52.79
TX_005894,2026-02-06 12:56:43,CARD_06,M_00091,"(48.125832, 11.568028)","(48.181393, 11.525982)",20.77
TX_005895,2026-02-06 15:24:29,CARD_06,M_00350,"(48.125832, 11.568028)","(48.168409, 11.612431)",103.95
TX_005896,2026-02-06 17:50:53,CARD_06,M_00368,"(48.125832, 11.568028)","(48.147536, 11.534893)",9.61
TX_005897,2026-02-06 18:54:48,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",5.35
TX_005898,2026-02-06 21:51:15,CARD_06,M_00080,"(48.125832, 11.568028)","(48.136264, 11.547711)",22.69
TX_005899,2026-02-06 23:30:11,CARD_06,M_00047,"(48.125832, 11.568028)","(48.113854, 11.596208)",14.85
TX_005900,2026-02-07 05:42:01,CARD_06,M_00366,"(48.125832, 11.568028)","(48.149255, 11.565126)",8.99
TX_005901,2026-02-07 06:37:14,CARD_06,M_00387,"(48.125832, 11.568028)","(48.16404, 11.587897)",10.25
TX_005902,2026-02-07 10:17:45,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",4.44
TX_005903,2026-02-07 11:59:19,CARD_06,M_00152,"(48.125832, 11.568028)","(48.139999, 11.566792)",8.47
TX_005904,2026-02-07 15:22:58,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",57.58
TX_005905,2026-02-07 18:03:22,CARD_06,M_00131,"(48.125832, 11.568028)","(48.11852, 11.565195)",44.01
TX_005906,2026-02-07 18:29:43,CARD_06,M_00381,"(48.125832, 11.568028)","(48.153866, 11.566519)",19.55
TX_005907,2026-02-07 20:05:11,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",50.45
TX_005908,2026-02-07 23:51:46,CARD_06,M_00327,"(48.125832, 11.568028)","(48.113479, 11.600478)",200.21
TX_005909,2026-02-01 05:03:00,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",98.43
TX_005910,2026-02-01 10:13:53,CARD_06,M_00381,"(48.125832, 11.568028)","(48.153866, 11.566519)",18.39
TX_005911,2026-02-01 14:59:24,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",3.35
TX_005912,2026-02-01 22:53:58,CARD_06,M_00366,"(48.125832, 11.568028)","(48.149255, 11.565126)",20.06
TX_005913,2026-02-01 23:34:40,CARD_06,M_00384,"(48.125832, 11.568028)","(48.139543, 11.567638)",12.18
TX_005914,2026-02-02 01:45:26,CARD_06,M_00384,"(48.125832, 11.568028)","(48.139543, 11.567638)",18.32
TX_005915,2026-02-02 05:53:47,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",9.91
TX_005916,2026-02-02 09:30:03,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",30.44
TX_005917,2026-02-02 14:17:31,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",42.82
TX_005918,2026-02-02 15:40:28,CARD_06,M_00131,"(48.125832, 11.568028)","(48.11852, 11.565195)",32.48
TX_005919,2026-02-03 00:39:11,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",4.07
TX_005920,2026-02-03 07:14:04,CARD_06,M_00387,"(48.125832, 11.568028)","(48.16404, 11.587897)",0.5
TX_005921,2026-02-03 09:34:21,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",79.21
TX_005922,2026-02-03 17:01:06,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",53.78
TX_005923,2026-02-03 19:23:53,CARD_06,M_00098,"(48.125832, 11.568028)","(48.177979, 11.601018)",32.23
TX_005924,2026-02-03 20:49:03,CARD_06,M_00368,"(48.125832, 11.568028)","(48.147536, 11.534893)",15.36
TX_005925,2026-02-04 00:19:59,CARD_06,M_00366,"(48.125832, 11.568028)","(48.149255, 11.565126)",2.9
TX_005926,2026-02-04 01:13:28,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",80.38
TX_005927,2026-02-04 05:28:54,CARD_06,M_00242,"(48.125832, 11.568028)","(48.121848, 11.599118)",121.89
TX_005928,2026-02-04 06:44:38,CARD_06,M_00097,"(48.125832, 11.568028)","(48.136011, 11.562452)",9.14
TX_005929,2026-02-04 12:17:30,CARD_06,M_00235,"(48.125832, 11.568028)","(48.13607, 11.557071)",21.92
TX_005930,2026-02-04 15:34:15,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",55.88
TX_005931,2026-02-04 19:33:37,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",5.12
TX_005932,2026-02-05 00:23:44,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",77.93
TX_005933,2026-02-05 04:57:44,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",2.76
TX_005934,2026-02-05 07:41:12,CARD_06,M_00129,"(48.125832, 11.568028)","(48.153092, 11.591219)",33.16
TX_005935,2026-02-05 10:04:52,CARD_06,M_00235,"(48.125832, 11.568028)","(48.13607, 11.557071)",12.35
TX_005936,2026-02-05 14:41:09,CARD_06,M_00392,"(48.125832, 11.568028)","(48.181078, 11.571115)",25.04
TX_005937,2026-02-05 21:36:41,CARD_06,M_00091,"(48.125832, 11.568028)","(48.181393, 11.525982)",15.52
TX_005938,2026-02-05 23:32:14,CARD_06,M_00152,"(48.125832, 11.568028)","(48.139999, 11.566792)",35.34
TX_005939,2026-02-06 03:43:06,CARD_06,M_00098,"(48.125832, 11.568028)","(48.177979, 11.601018)",24.49
TX_005940,2026-02-06 11:25:00,CARD_06,M_00131,"(48.125832, 11.568028)","(48.11852, 11.565195)",24.49
TX_005941,2026-02-06 14:24:14,CARD_06,M_00383,"(48.125832, 11.568028)","(48.12641, 11.572725)",0.5
TX_005942,2026-02-06 17:25:31,CARD_06,M_00129,"(48.125832, 11.568028)","(48.153092, 11.591219)",13.04
TX_005943,2026-02-06 21:13:26,CARD_06,M_00384,"(48.125832, 11.568028)","(48.139543, 11.567638)",11.59
TX_005944,2026-02-06 23:46:48,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",5.32
TX_005945,2026-02-07 09:06:11,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",34.44
TX_005946,2026-02-07 14:43:56,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",26.86
TX_005947,2026-02-07 17:35:31,CARD_06,M_00332,"(48.125832, 11.568028)","(48.121013, 11.539746)",93.48
TX_005948,2026-02-07 22:29:34,CARD_06,M_00220,"(48.125832, 11.568028)","(48.196678, 11.615587)",22.31
TX_005949,2026-02-07 23:36:09,CARD_06,M_00131,"(48.125832, 11.568028)","(48.11852, 11.565195)",14.22
TX_005950,2026-02-02 00:25:00,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",6.34
TX_005951,2026-02-02 11:00:34,CARD_06,M_00122,"(48.125832, 11.568028)","(48.16682, 11.544866)",28.19
TX_005952,2026-02-02 12:51:36,CARD_06,M_00296,"(48.125832, 11.568028)","(48.101251, 11.627887)",72.17
TX_005953,2026-02-02 15:46:28,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",3.07
TX_005954,2026-02-02 17:13:44,CARD_06,M_00368,"(48.125832, 11.568028)","(48.147536, 11.534893)",14.23
TX_005955,2026-02-02 19:00:52,CARD_06,M_00366,"(48.125832, 11.568028)","(48.149255, 11.565126)",22.95
TX_005956,2026-02-02 21:22:55,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",4.01
TX_005957,2026-02-03 00:35:26,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",41.65
TX_005958,2026-02-03 05:48:56,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",6.79
TX_005959,2026-02-03 08:44:59,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",67.21
TX_005960,2026-02-03 10:13:35,CARD_06,M_00352,"(48.125832, 11.568028)","(48.122604, 11.582783)",117.68
TX_005961,2026-02-03 11:50:04,CARD_06,M_00013,"(48.125832, 11.568028)","(48.151351, 11.622687)",4.52
TX_005962,2026-02-03 12:45:04,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",56.17
TX_005963,2026-02-04 05:51:34,CARD_06,M_00381,"(48.125832, 11.568028)","(48.153866, 11.566519)",28.78
TX_005964,2026-02-04 14:22:19,CARD_06,M_00131,"(48.125832, 11.568028)","(48.11852, 11.565195)",26.1
TX_005965,2026-02-04 21:02:38,CARD_06,M_00220,"(48.125832, 11.568028)","(48.196678, 11.615587)",18.67
TX_005966,2026-02-05 06:37:51,CARD_06,M_00317,"(48.125832, 11.568028)","(48.128246, 11.570857)",158.22
TX_005967,2026-02-05 09:19:30,CARD_06,M_00220,"(48.125832, 11.568028)","(48.196678, 11.615587)",3.44
TX_005968,2026-02-05 16:39:47,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",2.42
TX_005969,2026-02-05 17:46:48,CARD_06,M_00368,"(48.125832, 11.568028)","(48.147536, 11.534893)",5.61
TX_005970,2026-02-05 23:50:50,CARD_06,M_00155,"(48.125832, 11.568028)","(48.120731, 11.575597)",77.76
TX_005971,2026-02-06 11:32:24,CARD_06,M_00078,"(48.125832, 11.568028)","(48.138564, 11.59356)",31.83
TX_005972,2026-02-06 13:57:35,CARD_06,M_00220,"(48.125832, 11.568028)","(48.196678, 11.615587)",17.98
TX_005973,2026-02-06 14:40:21,CARD_06,M_00047,"(48.125832, 11.568028)","(48.113854, 11.596208)",16.52
TX_005974,2026-02-07 00:09:59,CARD_06,M_00392,"(48.125832, 11.568028)","(48.181078, 11.571115)",12.42
TX_005975,2026-02-07 03:37:30,CARD_06,M_00080,"(48.125832, 11.568028)","(48.136264, 11.547711)",19.66
TX_005976,2026-02-07 05:45:25,CARD_06,M_00155,"(48.125832, 11.568028)","(48.120731, 11.575597)",54.38
TX_005977,2026-02-07 07:35:05,CARD_06,M_00194,"(48.125832, 11.568028)","(48.115802, 11.602582)",46.79
TX_005978,2026-02-07 12:04:51,CARD_06,M_00384,"(48.125832, 11.568028)","(48.139543, 11.567638)",17.44
TX_005979,2026-02-07 19:24:47,CARD_06,M_00054,"(48.125832, 11.568028)","(48.110361, 11.542386)",32.71
TX_005980,2026-02-07 03:02:00,CARD_06,M_00311,"(48.125832, 11.568028)","(48.123627, 11.565594)",79.65
TX_005981,2026-02-07 04:51:22,CARD_06,M_00352,"(48.125832, 11.568028)","(48.122604, 11.582783)",170.03
TX_005982,2026-02-07 07:17:26,CARD_06,M_00057,"(48.125832, 11.568028)","(48.1215, 11.588968)",42.11
TX_005983,2026-02-07 17:55:27,CARD_06,M_00152,"(48.125832, 11.568028)","(48.139999, 11.566792)",0.5
TX_005984,2026-02-07 14:34:00,CARD_06,M_00381,"(48.125832, 11.568028)","(48.153866, 11.566519)",26.72
TX_005985,2026-02-07 20:43:57,CARD_06,M_00097,"(48.125832, 11.568028)","(48.136011, 11.562452)",0.5
TX_005986,2026-02-02 04:45:00,CARD_06,M_00392,"(48.125832, 11.568028)","(48.181078, 11.571115)",3.33
TX_005987,2026-02-02 07:42:42,CARD_06,M_00009,"(48.125832, 11.568028)","(48.118316, 11.572724)",5.71
TX_005988,2026-02-02 12:42:15,CARD_06,M_00352,"(48.125832, 11.568028)","(48.122604, 11.582783)",95.02
