Transaction_Id,Card_id,Merchant_ID,CardID_Registered_Address_Lat,CardID_Registered_address_long,Amount_usd,Time_stamp
TX_004573,CARD_05,M_00192,50.101511,8.698377,37.53,2026-02-01 12:51:00
TX_004574,CARD_05,M_00336,50.101511,8.698377,256.52,2026-02-01 15:28:14
TX_004575,CARD_05,M_00225,50.101511,8.698377,14.41,2026-02-01 23:20:07
TX_004576,CARD_05,M_00035,50.101511,8.698377,3.09,2026-02-02 01:51:43
TX_004577,CARD_05,M_00171,50.101511,8.698377,75.84,2026-02-02 08:01:02
TX_004578,CARD_05,M_00201,50.101511,8.698377,11.58,2026-02-02 11:32:15
TX_004579,CARD_05,M_00291,50.101511,8.698377,59.7,2026-02-02 19:34:19
TX_004580,CARD_05,M_00177,50.101511,8.698377,78.23,2026-02-02 20:28:19
TX_004581,CARD_05,M_00338,50.101511,8.698377,273.32,2026-02-02 23:26:49
TX_004582,CARD_05,M_00338,50.101511,8.698377,127.61,2026-02-03 06:16:31
TX_004583,CARD_05,M_00336,50.101511,8.698377,45.36,2026-02-03 09:41:30
TX_004584,CARD_05,M_00056,50.101511,8.698377,23.93,2026-02-03 11:14:18
TX_004585,CARD_05,M_00374,50.101511,8.698377,8.47,2026-02-03 13:13:20
TX_004586,CARD_05,M_00275,50.101511,8.698377,112.78,2026-02-03 17:09:17
TX_004587,CARD_05,M_00050,50.101511,8.698377,36.3,2026-02-04 01:56:54
TX_004588,CARD_05,M_00065,50.101511,8.698377,39.93,2026-02-04 04:44:35
TX_004589,CARD_05,M_00071,50.101511,8.698377,58.91,2026-02-04 15:49:53
TX_004590,CARD_05,M_00074,50.101511,8.698377,17.2,2026-02-04 19:36:47
TX_004591,CARD_05,M_00081,50.101511,8.698377,12.98,2026-02-04 23:53:03
TX_004592,CARD_05,M_00065,50.101511,8.698377,46.14,2026-02-05 01:17:44
TX_004593,CARD_05,M_00279,50.101511,8.698377,174.15,2026-02-05 09:52:35
TX_004594,CARD_05,M_00041,50.101511,8.698377,21.59,2026-02-05 12:45:38
TX_004595,CARD_05,M_00201,50.101511,8.698377,25.14,2026-02-05 17:19:04
TX_004596,CARD_05,M_00038,50.101511,8.698377,3.61,2026-02-05 22:19:53
TX_004597,CARD_05,M_00160,50.101511,8.698377,20.37,2026-02-06 07:27:41
TX_004598,CARD_05,M_00038,50.101511,8.698377,4.6,2026-02-06 10:31:12
TX_004599,CARD_05,M_00397,50.101511,8.698377,13.56,2026-02-06 11:03:50
TX_004600,CARD_05,M_00082,50.101511,8.698377,24.26,2026-02-06 16:23:31
TX_004601,CARD_05,M_00279,50.101511,8.698377,223.75,2026-02-06 20:37:25
TX_004602,CARD_05,M_00081,50.101511,8.698377,27.51,2026-02-06 23:03:28
TX_004603,CARD_05,M_00144,50.101511,8.698377,27.5,2026-02-07 03:42:57
TX_004604,CARD_05,M_00056,50.101511,8.698377,34.6,2026-02-07 05:21:54
TX_004605,CARD_05,M_00279,50.101511,8.698377,113.44,2026-02-07 06:21:00
TX_004606,CARD_05,M_00390,50.101511,8.698377,11.08,2026-02-07 09:00:22
TX_004607,CARD_05,M_00291,50.101511,8.698377,64.88,2026-02-07 11:23:43
TX_004608,CARD_05,M_00142,50.101511,8.698377,12.34,2026-02-07 12:37:27
TX_004609,CARD_05,M_00081,50.101511,8.698377,16.18,2026-02-07 21:43:57
TX_004610,CARD_05,M_00336,50.101511,8.698377,285.86,2026-02-04 22:10:00
TX_004611,CARD_05,M_00144,50.101511,8.698377,26.93,2026-02-05 01:36:32
TX_004612,CARD_05,M_00398,50.101511,8.698377,12.42,2026-02-05 04:15:05
TX_004613,CARD_05,M_00071,50.101511,8.698377,26.97,2026-02-05 04:53:52
TX_004614,CARD_05,M_00338,50.101511,8.698377,151.79,2026-02-05 07:18:16
TX_004615,CARD_05,M_00142,50.101511,8.698377,44.12,2026-02-05 12:51:32
TX_004616,CARD_05,M_00004,50.101511,8.698377,4.96,2026-02-05 15:22:21
TX_004617,CARD_05,M_00179,50.101511,8.698377,82.47,2026-02-05 18:24:56
TX_004618,CARD_05,M_00398,50.101511,8.698377,10.95,2026-02-06 00:32:26
TX_004619,CARD_05,M_00398,50.101511,8.698377,9.67,2026-02-06 06:27:15
TX_004620,CARD_05,M_00090,50.101511,8.698377,16.85,2026-02-06 14:25:14
TX_004621,CARD_05,M_00239,50.101511,8.698377,29.28,2026-02-06 15:17:34
TX_004622,CARD_05,M_00336,50.101511,8.698377,206.19,2026-02-06 21:02:57
TX_004623,CARD_05,M_00144,50.101511,8.698377,25.79,2026-02-07 05:11:07
TX_004624,CARD_05,M_00183,50.101511,8.698377,62.18,2026-02-07 06:45:09
TX_004625,CARD_05,M_00183,50.101511,8.698377,26.91,2026-02-07 11:34:14
TX_004626,CARD_05,M_00192,50.101511,8.698377,89.4,2026-02-07 20:36:20
TX_004627,CARD_05,M_00071,50.101511,8.698377,0.5,2026-02-07 22:09:18
TX_004628,CARD_05,M_00128,50.101511,8.698377,32.14,2026-02-04 05:45:00
TX_004629,CARD_05,M_00375,50.101511,8.698377,12.52,2026-02-04 10:34:18
TX_004630,CARD_05,M_00382,50.101511,8.698377,9.87,2026-02-04 12:32:44
TX_004631,CARD_05,M_00375,50.101511,8.698377,0.5,2026-02-04 18:10:41
TX_004632,CARD_05,M_00062,50.101511,8.698377,21.25,2026-02-05 02:46:08
TX_004633,CARD_05,M_00275,50.101511,8.698377,221.78,2026-02-05 13:02:05
TX_004634,CARD_05,M_00014,50.101511,8.698377,3.89,2026-02-05 18:44:04
TX_004635,CARD_05,M_00216,50.101511,8.698377,23.32,2026-02-05 23:47:20
TX_004636,CARD_05,M_00144,50.101511,8.698377,20.62,2026-02-06 03:34:19
TX_004637,CARD_05,M_00081,50.101511,8.698377,16.68,2026-02-06 07:08:55
TX_004638,CARD_05,M_00041,50.101511,8.698377,28.83,2026-02-06 12:50:25
TX_004639,CARD_05,M_00035,50.101511,8.698377,4.38,2026-02-06 14:20:12
TX_004640,CARD_05,M_00375,50.101511,8.698377,12.68,2026-02-06 17:38:48
TX_004641,CARD_05,M_00128,50.101511,8.698377,38.76,2026-02-06 20:09:35
TX_004642,CARD_05,M_00065,50.101511,8.698377,22.14,2026-02-07 05:28:37
TX_004643,CARD_05,M_00065,50.101511,8.698377,26.69,2026-02-07 12:51:42
TX_004644,CARD_05,M_00160,50.101511,8.698377,50.13,2026-02-07 16:09:18
TX_004645,CARD_05,M_00038,50.101511,8.698377,4.71,2026-02-07 18:52:13
TX_004646,CARD_05,M_00014,50.101511,8.698377,3.35,2026-02-07 20:52:47
TX_004647,CARD_05,M_00234,50.101511,8.698377,22.31,2026-02-05 22:34:00
TX_004648,CARD_05,M_00398,50.101511,8.698377,13.64,2026-02-06 02:40:37
TX_004649,CARD_05,M_00336,50.101511,8.698377,221.64,2026-02-06 08:18:19
TX_004650,CARD_05,M_00160,50.101511,8.698377,29.09,2026-02-06 09:52:16
TX_004651,CARD_05,M_00375,50.101511,8.698377,15.1,2026-02-06 11:52:31
TX_004652,CARD_05,M_00160,50.101511,8.698377,4.2,2026-02-06 13:59:58
TX_004653,CARD_05,M_00390,50.101511,8.698377,5.57,2026-02-06 18:28:29
TX_004654,CARD_05,M_00062,50.101511,8.698377,36.71,2026-02-07 02:44:01
TX_004655,CARD_05,M_00253,50.101511,8.698377,172.02,2026-02-07 03:25:32
TX_004656,CARD_05,M_00035,50.101511,8.698377,3.26,2026-02-07 11:18:48
TX_004657,CARD_05,M_00074,50.101511,8.698377,34.99,2026-02-07 14:11:44
TX_004658,CARD_05,M_00255,50.101511,8.698377,50.0,2026-02-05 08:00:00
TX_004659,CARD_05,M_00004,50.101511,8.698377,4.28,2026-02-05 12:31:01
TX_004660,CARD_05,M_00160,50.101511,8.698377,30.36,2026-02-05 14:39:29
TX_004661,CARD_05,M_00374,50.101511,8.698377,18.77,2026-02-06 03:53:09
TX_004662,CARD_05,M_00062,50.101511,8.698377,29.82,2026-02-06 13:25:59
TX_004663,CARD_05,M_00038,50.101511,8.698377,3.36,2026-02-06 18:13:44
TX_004664,CARD_05,M_00183,50.101511,8.698377,59.9,2026-02-06 18:59:15
TX_004665,CARD_05,M_00171,50.101511,8.698377,59.02,2026-02-06 20:09:10
TX_004666,CARD_05,M_00035,50.101511,8.698377,6.3,2026-02-06 23:28:29
TX_004667,CARD_05,M_00338,50.101511,8.698377,148.62,2026-02-07 03:33:23
TX_004668,CARD_05,M_00171,50.101511,8.698377,106.57,2026-02-07 07:01:27
TX_004669,CARD_05,M_00225,50.101511,8.698377,15.63,2026-02-07 15:50:42
TX_004670,CARD_05,M_00201,50.101511,8.698377,13.83,2026-02-07 20:01:12
TX_004671,CARD_05,M_00308,50.101511,8.698377,108.71,2026-02-06 22:14:00
TX_004672,CARD_05,M_00397,50.101511,8.698377,1.33,2026-02-07 04:13:23
TX_004673,CARD_05,M_00041,50.101511,8.698377,29.66,2026-02-07 14:46:14
TX_004674,CARD_05,M_00338,50.101511,8.698377,157.84,2026-02-07 18:09:35
TX_004675,CARD_05,M_00142,50.101511,8.698377,20.73,2026-02-07 20:35:56
TX_004676,CARD_05,M_00275,50.101511,8.698377,113.65,2026-02-03 02:51:00
TX_004677,CARD_05,M_00216,50.101511,8.698377,21.57,2026-02-03 06:22:22
TX_004678,CARD_05,M_00255,50.101511,8.698377,159.63,2026-02-03 07:28:56
TX_004679,CARD_05,M_00001,50.101511,8.698377,5.86,2026-02-03 09:32:02
TX_004680,CARD_05,M_00183,50.101511,8.698377,62.45,2026-02-03 10:29:46
TX_004681,CARD_05,M_00160,50.101511,8.698377,13.94,2026-02-03 19:35:41
TX_004682,CARD_05,M_00336,50.101511,8.698377,136.64,2026-02-03 21:24:39
TX_004683,CARD_05,M_00192,50.101511,8.698377,32.87,2026-02-03 21:39:00
TX_004684,CARD_05,M_00374,50.101511,8.698377,0.5,2026-02-03 22:54:05
TX_004685,CARD_05,M_00014,50.101511,8.698377,5.61,2026-02-04 01:40:23
TX_004686,CARD_05,M_00201,50.101511,8.698377,19.11,2026-02-04 04:50:03
TX_004687,CARD_05,M_00142,50.101511,8.698377,36.6,2026-02-04 10:14:47
TX_004688,CARD_05,M_00090,50.101511,8.698377,6.96,2026-02-04 11:24:37
TX_004689,CARD_05,M_00275,50.101511,8.698377,282.74,2026-02-04 12:20:04
TX_004690,CARD_05,M_00081,50.101511,8.698377,35.01,2026-02-04 12:42:05
TX_004691,CARD_05,M_00253,50.101511,8.698377,84.05,2026-02-05 00:25:35
TX_004692,CARD_05,M_00177,50.101511,8.698377,69.98,2026-02-05 05:02:32
TX_004693,CARD_05,M_00142,50.101511,8.698377,70.05,2026-02-05 06:12:33
TX_004694,CARD_05,M_00390,50.101511,8.698377,24.87,2026-02-05 11:00:29
TX_004695,CARD_05,M_00375,50.101511,8.698377,9.34,2026-02-05 13:37:22
TX_004696,CARD_05,M_00336,50.101511,8.698377,104.63,2026-02-05 17:25:36
TX_004697,CARD_05,M_00338,50.101511,8.698377,198.87,2026-02-05 22:32:09
TX_004698,CARD_05,M_00162,50.101511,8.698377,34.95,2026-02-05 23:35:11
TX_004699,CARD_05,M_00065,50.101511,8.698377,57.67,2026-02-06 02:09:37
TX_004700,CARD_05,M_00189,50.101511,8.698377,56.9,2026-02-06 07:25:54
TX_004701,CARD_05,M_00081,50.101511,8.698377,13.46,2026-02-06 15:36:45
TX_004702,CARD_05,M_00065,50.101511,8.698377,23.54,2026-02-06 17:02:50
TX_004703,CARD_05,M_00171,50.101511,8.698377,89.76,2026-02-06 21:22:59
TX_004704,CARD_05,M_00050,50.101511,8.698377,39.04,2026-02-06 23:37:55
TX_004705,CARD_05,M_00004,50.101511,8.698377,4.73,2026-02-06 23:57:08
TX_004706,CARD_05,M_00160,50.101511,8.698377,16.09,2026-02-07 04:11:51
TX_004707,CARD_05,M_00128,50.101511,8.698377,58.64,2026-02-07 07:02:39
TX_004708,CARD_05,M_00014,50.101511,8.698377,4.17,2026-02-07 10:22:45
TX_004709,CARD_05,M_00128,50.101511,8.698377,30.32,2026-02-07 14:28:32
TX_004710,CARD_05,M_00255,50.101511,8.698377,96.02,2026-02-07 20:25:22
TX_004711,CARD_05,M_00004,50.101511,8.698377,3.77,2026-02-07 22:54:55
TX_004712,CARD_05,M_00275,50.101511,8.698377,100.13,2026-02-06 18:44:00
TX_004713,CARD_05,M_00128,50.101511,8.698377,28.56,2026-02-06 20:04:16
TX_004714,CARD_05,M_00128,50.101511,8.698377,9.3,2026-02-06 21:24:14
TX_004715,CARD_05,M_00090,50.101511,8.698377,21.08,2026-02-07 04:41:55
TX_004716,CARD_05,M_00081,50.101511,8.698377,19.68,2026-02-07 12:56:43
TX_004717,CARD_05,M_00217,50.101511,8.698377,23.39,2026-02-07 18:31:19
TX_004718,CARD_05,M_00065,50.101511,8.698377,25.31,2026-02-07 20:27:38
TX_004719,CARD_05,M_00056,50.101511,8.698377,17.14,2026-02-05 10:40:00
TX_004720,CARD_05,M_00001,50.101511,8.698377,4.59,2026-02-05 15:07:59
TX_004721,CARD_05,M_00142,50.101511,8.698377,16.77,2026-02-05 16:42:54
TX_004722,CARD_05,M_00071,50.101511,8.698377,15.42,2026-02-05 18:37:21
TX_004723,CARD_05,M_00128,50.101511,8.698377,30.65,2026-02-06 02:39:47
TX_004724,CARD_05,M_00336,50.101511,8.698377,84.33,2026-02-06 09:16:46
TX_004725,CARD_05,M_00390,50.101511,8.698377,11.41,2026-02-06 12:05:42
TX_004726,CARD_05,M_00144,50.101511,8.698377,0.5,2026-02-06 15:44:47
TX_004727,CARD_05,M_00308,50.101511,8.698377,0.79,2026-02-06 17:20:37
TX_004728,CARD_05,M_00035,50.101511,8.698377,1.18,2026-02-06 18:48:59
TX_004729,CARD_05,M_00142,50.101511,8.698377,34.52,2026-02-07 00:30:52
TX_004730,CARD_05,M_00035,50.101511,8.698377,6.06,2026-02-07 03:17:48
TX_004731,CARD_05,M_00234,50.101511,8.698377,18.9,2026-02-07 06:14:24
TX_004732,CARD_05,M_00144,50.101511,8.698377,33.28,2026-02-07 08:26:39
TX_004733,CARD_05,M_00390,50.101511,8.698377,15.62,2026-02-07 10:43:46
TX_004734,CARD_05,M_00291,50.101511,8.698377,51.45,2026-02-07 17:20:04
TX_004735,CARD_05,M_00081,50.101511,8.698377,32.06,2026-02-07 18:24:09
TX_004736,CARD_05,M_00336,50.101511,8.698377,45.88,2026-02-07 21:43:18
TX_004737,CARD_05,M_00234,50.101511,8.698377,7.24,2026-02-05 17:33:00
TX_004738,CARD_05,M_00234,50.101511,8.698377,10.64,2026-02-05 22:22:07
TX_004739,CARD_05,M_00041,50.101511,8.698377,28.47,2026-02-06 05:32:40
TX_004740,CARD_05,M_00397,50.101511,8.698377,6.52,2026-02-06 06:23:30
TX_004741,CARD_05,M_00382,50.101511,8.698377,6.54,2026-02-06 11:16:43
TX_004742,CARD_05,M_00001,50.101511,8.698377,5.73,2026-02-06 16:24:13
TX_004743,CARD_05,M_00144,50.101511,8.698377,31.44,2026-02-06 23:38:27
TX_004744,CARD_05,M_00163,50.101511,8.698377,66.9,2026-02-07 04:06:24
TX_004745,CARD_05,M_00217,50.101511,8.698377,13.25,2026-02-07 06:50:59
TX_004746,CARD_05,M_00398,50.101511,8.698377,5.09,2026-02-07 10:42:53
TX_004747,CARD_05,M_00065,50.101511,8.698377,32.75,2026-02-07 11:56:16
TX_004748,CARD_05,M_00041,50.101511,8.698377,17.31,2026-02-07 13:38:50
TX_004749,CARD_05,M_00081,50.101511,8.698377,17.96,2026-02-01 10:00:00
TX_004750,CARD_05,M_00239,50.101511,8.698377,10.05,2026-02-01 13:01:42
TX_004751,CARD_05,M_00374,50.101511,8.698377,9.91,2026-02-01 23:14:40
TX_004752,CARD_05,M_00198,50.101511,8.698377,59.43,2026-02-02 02:52:07
TX_004753,CARD_05,M_00234,50.101511,8.698377,30.51,2026-02-02 05:22:29
TX_004754,CARD_05,M_00291,50.101511,8.698377,181.87,2026-02-02 10:33:22
TX_004755,CARD_05,M_00160,50.101511,8.698377,10.1,2026-02-02 16:16:31
TX_004756,CARD_05,M_00375,50.101511,8.698377,2.27,2026-02-02 19:00:05
TX_004757,CARD_05,M_00375,50.101511,8.698377,11.11,2026-02-02 20:07:05
TX_004758,CARD_05,M_00065,50.101511,8.698377,30.52,2026-02-03 00:01:38
TX_004759,CARD_05,M_00397,50.101511,8.698377,22.95,2026-02-03 01:58:19
TX_004760,CARD_05,M_00090,50.101511,8.698377,2.07,2026-02-03 05:38:21
TX_004761,CARD_05,M_00065,50.101511,8.698377,33.21,2026-02-03 06:37:56
TX_004762,CARD_05,M_00216,50.101511,8.698377,1.74,2026-02-03 09:05:28
TX_004763,CARD_05,M_00144,50.101511,8.698377,25.8,2026-02-03 10:13:48
TX_004764,CARD_05,M_00314,50.101511,8.698377,122.5,2026-02-03 14:04:22
TX_004765,CARD_05,M_00142,50.101511,8.698377,19.14,2026-02-03 19:34:04
TX_004766,CARD_05,M_00336,50.101511,8.698377,158.49,2026-02-03 23:41:05
TX_004767,CARD_05,M_00336,50.101511,8.698377,16.52,2026-02-04 03:55:10
TX_004768,CARD_05,M_00056,50.101511,8.698377,45.36,2026-02-04 06:17:48
TX_004769,CARD_05,M_00041,50.101511,8.698377,38.61,2026-02-04 09:05:48
TX_004770,CARD_05,M_00225,50.101511,8.698377,13.18,2026-02-04 13:43:21
TX_004771,CARD_05,M_00382,50.101511,8.698377,0.5,2026-02-04 16:35:31
TX_004772,CARD_05,M_00239,50.101511,8.698377,6.74,2026-02-04 19:09:57
TX_004773,CARD_05,M_00314,50.101511,8.698377,123.67,2026-02-04 22:00:19
TX_004774,CARD_05,M_00081,50.101511,8.698377,0.5,2026-02-05 00:11:48
TX_004775,CARD_05,M_00398,50.101511,8.698377,4.02,2026-02-05 02:10:55
TX_004776,CARD_05,M_00216,50.101511,8.698377,33.46,2026-02-05 05:40:43
TX_004777,CARD_05,M_00374,50.101511,8.698377,23.33,2026-02-05 14:12:06
TX_004778,CARD_05,M_00201,50.101511,8.698377,34.2,2026-02-05 16:21:07
TX_004779,CARD_05,M_00255,50.101511,8.698377,80.9,2026-02-05 18:10:30
TX_004780,CARD_05,M_00255,50.101511,8.698377,109.38,2026-02-05 18:59:03
TX_004781,CARD_05,M_00255,50.101511,8.698377,144.33,2026-02-06 02:57:39
TX_004782,CARD_05,M_00336,50.101511,8.698377,36.83,2026-02-06 07:02:55
TX_004783,CARD_05,M_00255,50.101511,8.698377,59.33,2026-02-06 10:55:01
TX_004784,CARD_05,M_00004,50.101511,8.698377,4.49,2026-02-06 21:01:45
TX_004785,CARD_05,M_00215,50.101511,8.698377,5.35,2026-02-07 02:46:39
TX_004786,CARD_05,M_00397,50.101511,8.698377,13.56,2026-02-07 05:44:24
TX_004787,CARD_05,M_00065,50.101511,8.698377,15.21,2026-02-07 09:54:31
TX_004788,CARD_05,M_00144,50.101511,8.698377,21.74,2026-02-07 11:33:06
TX_004789,CARD_05,M_00128,50.101511,8.698377,13.15,2026-02-07 16:00:44
TX_004790,CARD_05,M_00142,50.101511,8.698377,7.31,2026-02-04 22:55:00
TX_004791,CARD_05,M_00160,50.101511,8.698377,36.16,2026-02-05 03:11:38
TX_004792,CARD_05,M_00128,50.101511,8.698377,45.8,2026-02-05 04:48:07
TX_004793,CARD_05,M_00081,50.101511,8.698377,19.87,2026-02-05 07:52:56
TX_004794,CARD_05,M_00065,50.101511,8.698377,31.91,2026-02-05 12:00:45
TX_004795,CARD_05,M_00014,50.101511,8.698377,4.19,2026-02-05 14:47:59
TX_004796,CARD_05,M_00074,50.101511,8.698377,27.8,2026-02-05 16:00:12
TX_004797,CARD_05,M_00081,50.101511,8.698377,18.66,2026-02-05 18:45:46
TX_004798,CARD_05,M_00041,50.101511,8.698377,18.9,2026-02-06 01:54:43
TX_004799,CARD_05,M_00160,50.101511,8.698377,42.2,2026-02-06 03:39:10
TX_004800,CARD_05,M_00065,50.101511,8.698377,18.59,2026-02-06 05:19:00
TX_004801,CARD_05,M_00398,50.101511,8.698377,8.99,2026-02-06 08:35:17
TX_004802,CARD_05,M_00050,50.101511,8.698377,15.95,2026-02-06 14:42:26
TX_004803,CARD_05,M_00374,50.101511,8.698377,10.87,2026-02-06 18:21:43
TX_004804,CARD_05,M_00217,50.101511,8.698377,4.78,2026-02-06 21:04:50
TX_004805,CARD_05,M_00374,50.101511,8.698377,13.35,2026-02-06 22:56:44
TX_004806,CARD_05,M_00183,50.101511,8.698377,63.19,2026-02-06 23:32:19
TX_004807,CARD_05,M_00035,50.101511,8.698377,5.76,2026-02-07 02:26:34
TX_004808,CARD_05,M_00001,50.101511,8.698377,3.8,2026-02-07 08:40:17
TX_004809,CARD_05,M_00062,50.101511,8.698377,31.76,2026-02-07 12:17:27
TX_004810,CARD_05,M_00014,50.101511,8.698377,3.18,2026-02-07 15:28:10
TX_004811,CARD_05,M_00183,50.101511,8.698377,45.76,2026-02-07 17:01:14
TX_004812,CARD_05,M_00179,50.101511,8.698377,45.83,2026-02-07 19:33:32
TX_004813,CARD_05,M_00035,50.101511,8.698377,3.72,2026-02-07 19:46:00
TX_004814,CARD_05,M_00092,50.101511,8.698377,14.93,2026-02-03 14:57:00
TX_004815,CARD_05,M_00074,50.101511,8.698377,62.93,2026-02-03 20:35:18
TX_004816,CARD_05,M_00062,50.101511,8.698377,30.14,2026-02-03 22:07:10
TX_004817,CARD_05,M_00081,50.101511,8.698377,0.5,2026-02-04 00:32:53
TX_004818,CARD_05,M_00081,50.101511,8.698377,19.74,2026-02-04 03:53:13
TX_004819,CARD_05,M_00050,50.101511,8.698377,16.79,2026-02-04 11:10:08
TX_004820,CARD_05,M_00035,50.101511,8.698377,5.22,2026-02-04 12:46:18
TX_004821,CARD_05,M_00128,50.101511,8.698377,28.63,2026-02-04 14:21:41
TX_004822,CARD_05,M_00397,50.101511,8.698377,0.5,2026-02-04 17:46:43
TX_004823,CARD_05,M_00275,50.101511,8.698377,11.39,2026-02-05 00:35:51
TX_004824,CARD_05,M_00128,50.101511,8.698377,33.66,2026-02-05 01:28:43
TX_004825,CARD_05,M_00081,50.101511,8.698377,7.97,2026-02-05 09:50:49
TX_004826,CARD_05,M_00336,50.101511,8.698377,114.21,2026-02-05 12:38:01
TX_004827,CARD_05,M_00293,50.101511,8.698377,187.06,2026-02-05 22:34:18
TX_004828,CARD_05,M_00234,50.101511,8.698377,38.25,2026-02-06 02:52:01
TX_004829,CARD_05,M_00390,50.101511,8.698377,14.04,2026-02-06 06:24:09
TX_004830,CARD_05,M_00390,50.101511,8.698377,9.36,2026-02-06 08:13:16
TX_004831,CARD_05,M_00144,50.101511,8.698377,24.25,2026-02-06 11:19:04
TX_004832,CARD_05,M_00216,50.101511,8.698377,1.7,2026-02-06 13:14:04
TX_004833,CARD_05,M_00074,50.101511,8.698377,41.22,2026-02-06 17:36:34
TX_004834,CARD_05,M_00071,50.101511,8.698377,38.64,2026-02-06 21:48:40
TX_004835,CARD_05,M_00074,50.101511,8.698377,21.29,2026-02-07 00:01:57
TX_004836,CARD_05,M_00041,50.101511,8.698377,49.23,2026-02-07 10:24:08
TX_004837,CARD_05,M_00014,50.101511,8.698377,7.54,2026-02-07 14:42:46
TX_004838,CARD_05,M_00081,50.101511,8.698377,9.46,2026-02-07 16:18:53
TX_004839,CARD_05,M_00382,50.101511,8.698377,16.97,2026-02-07 20:23:33
TX_004840,CARD_05,M_00215,50.101511,8.698377,17.34,2026-02-02 11:46:00
TX_004841,CARD_05,M_00038,50.101511,8.698377,3.68,2026-02-02 13:08:03
TX_004842,CARD_05,M_00198,50.101511,8.698377,55.47,2026-02-02 15:38:26
TX_004843,CARD_05,M_00081,50.101511,8.698377,1.47,2026-02-03 03:15:38
TX_004844,CARD_05,M_00071,50.101511,8.698377,28.49,2026-02-03 08:44:41
TX_004845,CARD_05,M_00056,50.101511,8.698377,7.88,2026-02-03 11:38:24
TX_004846,CARD_05,M_00081,50.101511,8.698377,20.71,2026-02-03 19:49:32
TX_004847,CARD_05,M_00177,50.101511,8.698377,73.23,2026-02-04 04:15:31
TX_004848,CARD_05,M_00160,50.101511,8.698377,37.27,2026-02-04 06:12:31
TX_004849,CARD_05,M_00142,50.101511,8.698377,29.37,2026-02-04 11:25:09
TX_004850,CARD_05,M_00225,50.101511,8.698377,21.98,2026-02-04 19:39:34
TX_004851,CARD_05,M_00390,50.101511,8.698377,15.71,2026-02-04 23:01:47
TX_004852,CARD_05,M_00170,50.101511,8.698377,85.65,2026-02-05 01:02:20
TX_004853,CARD_05,M_00035,50.101511,8.698377,4.35,2026-02-05 08:30:06
TX_004854,CARD_05,M_00001,50.101511,8.698377,2.36,2026-02-05 10:20:08
TX_004855,CARD_05,M_00398,50.101511,8.698377,13.76,2026-02-05 13:36:09
TX_004856,CARD_05,M_00234,50.101511,8.698377,8.14,2026-02-05 17:23:41
TX_004857,CARD_05,M_00225,50.101511,8.698377,16.3,2026-02-05 18:35:32
TX_004858,CARD_05,M_00062,50.101511,8.698377,21.31,2026-02-06 01:45:23
TX_004859,CARD_05,M_00065,50.101511,8.698377,62.9,2026-02-06 02:41:42
TX_004860,CARD_05,M_00065,50.101511,8.698377,19.43,2026-02-06 05:47:14
TX_004861,CARD_05,M_00375,50.101511,8.698377,13.88,2026-02-06 18:13:30
TX_004862,CARD_05,M_00038,50.101511,8.698377,4.14,2026-02-06 21:21:29
TX_004863,CARD_05,M_00050,50.101511,8.698377,31.89,2026-02-07 00:49:48
TX_004864,CARD_05,M_00144,50.101511,8.698377,41.09,2026-02-07 01:39:48
TX_004865,CARD_05,M_00014,50.101511,8.698377,2.07,2026-02-07 08:40:53
TX_004866,CARD_05,M_00090,50.101511,8.698377,43.63,2026-02-07 13:20:53
TX_004867,CARD_05,M_00142,50.101511,8.698377,3.09,2026-02-07 18:17:45
TX_004868,CARD_05,M_00081,50.101511,8.698377,20.04,2026-02-07 20:14:33
TX_004869,CARD_05,M_00314,50.101511,8.698377,97.09,2026-02-07 23:25:46
TX_004870,CARD_05,M_00177,50.101511,8.698377,58.62,2026-02-02 00:54:00
TX_004871,CARD_05,M_00001,50.101511,8.698377,3.47,2026-02-02 19:45:20
TX_004872,CARD_05,M_00198,50.101511,8.698377,54.53,2026-02-03 01:26:38
TX_004873,CARD_05,M_00004,50.101511,8.698377,5.39,2026-02-03 09:23:08
TX_004874,CARD_05,M_00071,50.101511,8.698377,43.24,2026-02-03 18:28:26
TX_004875,CARD_05,M_00128,50.101511,8.698377,35.09,2026-02-03 20:51:36
TX_004876,CARD_05,M_00179,50.101511,8.698377,51.19,2026-02-03 23:54:02
TX_004877,CARD_05,M_00090,50.101511,8.698377,8.73,2026-02-04 13:01:24
TX_004878,CARD_05,M_00128,50.101511,8.698377,32.01,2026-02-04 21:11:37
TX_004879,CARD_05,M_00338,50.101511,8.698377,194.12,2026-02-04 23:46:49
TX_004880,CARD_05,M_00071,50.101511,8.698377,25.61,2026-02-05 02:30:50
TX_004881,CARD_05,M_00336,50.101511,8.698377,100.77,2026-02-05 06:26:51
TX_004882,CARD_05,M_00071,50.101511,8.698377,50.76,2026-02-05 11:15:39
TX_004883,CARD_05,M_00160,50.101511,8.698377,52.0,2026-02-05 14:03:52
TX_004884,CARD_05,M_00225,50.101511,8.698377,16.02,2026-02-05 16:56:55
TX_004885,CARD_05,M_00142,50.101511,8.698377,36.98,2026-02-05 21:31:17
TX_004886,CARD_05,M_00336,50.101511,8.698377,196.02,2026-02-06 03:24:50
TX_004887,CARD_05,M_00144,50.101511,8.698377,49.21,2026-02-06 08:05:54
TX_004888,CARD_05,M_00291,50.101511,8.698377,158.53,2026-02-06 11:11:10
